application_id,candidate_titles,cos_sim_score,filtered_candidate_briefs,percentiles
1007299,"['Operations Officer', 'Payments Agent', 'Learning and Development Coordinator-HR']",0.5441485643386841,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'Computer Hardware Technician'}",
1008140,['sales and marketing executive'],0.33264878392219505,"{'data': {'extra': None, 'state': 'Beijing', 'country': 'CN'}, 'most_recent_title': 'Senior Project Manager'}",
1007943,"['Marketing Coordinator', 'Accountant', 'Account Officer', 'Finance Executive', 'Inventory Cost Accountant', 'Financial Planning & Analysis Team Lead - Assistant Manager', 'Finance Manager']",0.307904005050659,"{'data': {'extra': None, 'state': None, 'country': 'US'}, 'most_recent_title': 'Senior Accountant'}",
1007870,"['Direct Sales Representative', 'Medical Sales Representative', 'Medical Sales Representative', 'National Retail Sales Manager', 'Sales Manager', 'Regional Sales Manager', 'Account Executive - Africa']",0.32386794686317405,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'Software Engineer'}",
1008310,"['Laboratory Assistant/Care Assistant', 'jumia', 'Assistant Hub In Charge', '3PL Account Associate - OnDemand Services', 'Operations Team Lead']",0.15945121645927401,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'Patients Care Intern - Community Based Attachment'}",
1007323,"['SBM', 'Terittory sales executive', 'Sales', 'Territory Development Manager', 'Direct Sales Supervisor', 'Business Development Manager']",0.155238613486289,"{'data': {'extra': None, 'state': None, 'country': 'IN'}, 'most_recent_title': 'Assistant Manager'}",
1007963,"['accounts assistant intern', 'Area Sales Executive', 'Area Sales Supervisor', 'Senior Sales Executive', 'Area Sales Manager']",0.265875846147537,"{'data': {'extra': None, 'state': 'Kerala', 'country': 'IN'}, 'most_recent_title': 'Software Engineer'}",
1007285,"['Audit Senior & tax consultant', 'Head Of Finance And Administration', 'Head of Finance and Account']",0.357642352581024,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'Mandatory Attachment'}",
1018380,['data analyst'],0.09669996798038401,"{'data': {'extra': None, 'state': 'Lagos State', 'country': 'NG'}, 'most_recent_title': 'Sales Executive'}",REJECT_BOTTOM_20
1018371,"['warehouse operations controller', 'export coordinator', 'supply chain and logistics specialist', 'logistics , inventory and materials lead']",0.39698240160942005,"{'data': {'extra': None, 'state': None, 'country': 'US'}, 'most_recent_title': 'Intern and Project Assistant - Aphia Plus'}",ACCEPT_70_TO_100
1018392,['Logistics Manager'],0.340660393238067,"{'data': {'extra': None, 'state': None, 'country': 'ZA'}, 'most_recent_title': 'Financial Accountant'}",ACCEPT_70_TO_100
1018415,"['Warehouse Officer', 'Exports Bonds Officer', 'Customer Relations Executive', 'Customer Service Executive', 'Customer Service/ Implant at Cummins Car', 'Head of Logistics', 'Branch Manager']",0.20228245854377702,"{'data': {'extra': None, 'state': None, 'country': 'SN'}, 'most_recent_title': ' Tony Elumelu Entrepreneurship Progamm Winner'}",REJECT_50_TO_70
1018364,['Senior Operations Executive'],0.14908030629158,"{'data': {'extra': None, 'state': 'Gauteng', 'country': 'ZA'}, 'most_recent_title': 'Client Relations Specialist'}",REJECT_20_TO_50
1018401,"['C&F OFFICER', 'Senior C&F Supervisor', 'Operations Management ; Nairobi', 'Operations Manager']",0.13725072145462,"{'data': {'extra': None, 'state': 'Lagos State', 'country': 'NG'}, 'most_recent_title': 'HR Intern'}",REJECT_20_TO_50
1018391,"['Supply Chain Associate', 'Procurement and Administration Manager']",0.35502380132675104,"{'data': {'extra': None, 'state': None, 'country': 'US'}, 'most_recent_title': 'Business Consultant'}",ACCEPT_70_TO_100
1018386,['It Specialist'],0.09598614275455401,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'Accounts Assistant'}",REJECT_BOTTOM_20
1018403,"['Sales Representative', 'Marketing Executive', 'Operations Manager', 'Technical Assistant to Chairman']",0.30667591094970703,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'Management Trainee Program'}",REJECT_BOTTOM_20
1018482,"['Freelance Journalist', 'English Presenter and Host', 'Freelance brand designer & consultant', 'Marketing Coordinator', 'UX/UI Graphic Design', 'Junior Graphic Designer', 'Community Manager & Social Media Strategist', 'Social Media Marketing Manager (and interim head of digital & social media)', 'MA candidate in Brand design & management (in Food, Wine, & Tourism)', 'Brand Communications Designer', 'Creative Director', 'Freelance Brand Design Strategist & UI/UX Designer', 'Chief Marketing Officer', 'Head Of Marketing']",0.191433250904083,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'Technical Support - E-learning Department'}",REJECT_20_TO_50
1018790,"['Marketing Executive', 'Regional Sales Manager', 'Regional Sales Manager']",0.31922909617424,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'PROGRAMMES MANAGER'}",REJECT_50_TO_70
1020826,['Intern'],0.219976633787155,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'Regional Human Resources Officer'}",ACCEPT_70_TO_100
1018396,"['project administrator -procurement', 'senior buyer', 'buyer', 'import and export and warehousing manager', 'project administrator - commercial and logistics', 'supply chain manager']",0.190997570753097,"{'data': {'extra': None, 'state': None, 'country': 'US'}, 'most_recent_title': 'Senior Budgeting and Reporting Officer'}",REJECT_50_TO_70
1010199,"['Reporting Administrator', 'Reporting Analyst', 'Junior Finance Manager', 'Assistant Manager Finance']",0.434582412242889,"{'data': {'extra': None, 'state': None, 'country': 'NG'}, 'most_recent_title': 'Client Services Manager'}",ACCEPT_70_TO_100
44329,"['Administrative Assistant', 'Volunteer Clerk', 'Customer Service Representative', 'Client Advisor', 'Accounts Receivable Assistant', 'Business Development Manager']",0.196752071380615,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'Accountant'}",REJECT_BOTTOM_20
1013746,"['Associate; Commercial and Energy Contracts', 'Intern', 'Banking Consultant', 'Paralegal (Energy Team)', 'Energy Consultant', 'Assistant Partnerships Manager', 'Associate (Energy and Natural Resources Team)', 'Head Of Legal', 'General Counsel/Company Secretary']",0.464924961328506,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'account assistant'}",REJECT_20_TO_50
1013300,"['New Business Development Executive', 'Gas Business Analyst', 'Head Of Business Development', 'Lead Consultant', 'Senior Consultant', 'Business & Project Manager', 'Monitoring And Evaluation Consultant', 'Portfolio Director']",0.49642932415008506,"{'data': {'extra': None, 'state': None, 'country': 'NG'}, 'most_recent_title': 'Senior Management Trainee'}",ACCEPT_70_TO_100
1013592,"['Credit Manager', 'Regional Manager : Marketing and Life Distribution', 'Guest Columnist ', 'Director', 'Co-Founder', 'Visiting Lecturer', 'Strategy Consultant', 'Specialist - Advisory']",0.33049216866493203,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'Purchasing Administrative Assistant'}",ACCEPT_70_TO_100
1020168,"['NHIF Compliance officer ', 'Health Program Manager', 'Regional Director  ARI EA ', 'CEO ', 'Founding Director/CEO ']",0.45393893122673,"{'data': {'extra': None, 'state': None, 'country': 'US'}, 'most_recent_title': 'Internship'}",ACCEPT_70_TO_100
1018390,"['Regional Director of Sales And Marketing', 'Regional Director of Sales And Marketing']",0.114557735621929,"{'data': {'extra': None, 'state': None, 'country': 'NG'}, 'most_recent_title': 'FUND TRANSFER OFFICER'}",REJECT_BOTTOM_20
1018474,"['Regional Manager', 'Horticulture Manager', 'Senior Consultant(Crop production/Agronomy)']",0.46557745337486206,"{'data': {'extra': None, 'state': 'kwazulu-natal', 'country': 'ZA'}, 'most_recent_title': 'administrator'}",REJECT_50_TO_70
1018735,"['Senior Sales Executive', 'Proprietor ', 'Project Development Manager', 'Associate Consultant', 'Project Manager', 'Country Manager-Kenya']",0.21528863906860302,"{'data': {'extra': None, 'state': None, 'country': 'NG'}, 'most_recent_title': 'Class Teacher'}",REJECT_20_TO_50
1018886,"['Frontend Web Developer', 'Junior Software Developer', 'Full-stack Developer', 'Full Stack Developer', 'Senior Software Developer']",0.38762873411178506,"{'data': {'extra': None, 'state': 'gauteng', 'country': 'ZA'}, 'most_recent_title': 'bookkeeper'}",ACCEPT_70_TO_100
1018503,"['Intern', 'Officer - Funds Transfer Department', 'Officer - Treasury Back Office ', 'Supervisor - Treasury Back Office ', 'Assistant Manager', 'HEAD - AML/CFT & TRANSACTION MONITORING', 'Project Manager', 'Project Manager & Business Analyst - Finance']",0.19154666364192902,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'Administrative Assistant'}",REJECT_20_TO_50
1018519,"['Junior Consultant', 'ENROLLMENT SPECIALIST ', 'Enrollment Specialist']",0.270624160766601,"{'data': {'extra': None, 'state': 'Gauteng', 'country': 'ZA'}, 'most_recent_title': 'Finance Intern'}",REJECT_50_TO_70
1018540,"['travels accounting, invoicing']",0.16439914703369102,"{'data': {'extra': None, 'state': None, 'country': 'EG'}, 'most_recent_title': 'Freelancer'}",REJECT_BOTTOM_20
1019446,"['Operations Administrator', 'Private Equity Research Intern', 'Private Equity Research Analyst', 'Investment Analyst', 'Senior Investment Analyst', 'Chief Of Staff', 'Product Manager']",0.565986454486846,"{'data': {'extra': None, 'state': 'Western Cape', 'country': 'ZA'}, 'most_recent_title': 'Finance Intern'}",ACCEPT_70_TO_100
1018420,"['Educator', 'Graduate Student', 'Internship', 'Teaching', 'Learning disabilities teacher']",0.09643980115652001,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'Management Information Analyst - Collections and Recoveries'}",REJECT_BOTTOM_20
1018881,"['Program Manager', 'Marketing Manager', 'National Malaria Manager', 'Program Manager', 'Executive Director (Africa)', 'Deputy Director, Social Marketing & Company Pharmacist', 'Manager, Programs & Business Development ', 'Senior Advisor, Government Relations', 'Manager, Partnerships & Resource Mobilization', 'Vice-Chair,  Advisory Board ']",0.45524889230728105,"{'data': {'extra': None, 'state': None, 'country': 'NG'}, 'most_recent_title': 'Business Development Executive'}",ACCEPT_70_TO_100
1018998,"['Computer Services Support, Networking and Security Intern', 'Solutions Architect', 'Inductee', 'Software Developer', 'Software Engineer', 'Software Engineer', 'Software Engineer', 'Senior Software Engineer']",0.335821002721786,"{'data': {'extra': None, 'state': 'Lagos State', 'country': 'NG'}, 'most_recent_title': 'Editorial Assistant (NYSC)'}",REJECT_BOTTOM_20
1018963,"['Field Officer', 'Field Officer', 'APHIA Plus contact person', 'Field Officer', 'Researcher and Consultant', 'Program Support Intern', 'Executive Director and Founder', 'Country Lead & Program Manager', 'Social Impact Manager']",0.521367788314819,"{'data': {'extra': None, 'state': None, 'country': 'ZA'}, 'most_recent_title': 'Management Trainee'}",ACCEPT_70_TO_100
1010234,['senior full stack .net developer'],0.56098735332489,"{'data': {'extra': None, 'state': 'Kigali City', 'country': 'RW'}, 'most_recent_title': 'Assistant Lecturer'}",ACCEPT_70_TO_100
1010236,"['Application Support Engineer', 'Senior Web Developer', 'Senior Software Engineer']",0.397966682910919,"{'data': {'extra': None, 'state': None, 'country': 'ZA'}, 'most_recent_title': 'Trainee Accountant - Audit Senior Assistant'}",REJECT_20_TO_50
1020180,"['Audit Associate', 'Assistant Manager II, Audit.', 'Senior Finance Executive', 'Finance Manager']",0.390015423297882,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'Field Officer, Mentor and '}",REJECT_50_TO_70
1020190,"['Software Engineer', 'Software Developer', 'Software Engineer', 'Software Engineer', 'Frontend Consultant', 'Frontend Engineer']",0.44917783141136103,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'Software Engineer'}",ACCEPT_70_TO_100
1020261,"['Data Scientist', 'Data Collector', 'Data', 'Associate Engineer: Cloud']",0.19149161875247903,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'Assistant Accountant'}",REJECT_50_TO_70
1018423,"['Intern', 'Inventory Controller', 'Fleet Management Coordinator', 'Spare Parts Manager', 'Warehouse Parts Manager- East Africa', 'Business Development Manager', 'Head of Operations & Supply Chain']",0.25587069988250705,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'Human Resource Associate'}",REJECT_50_TO_70
1021756,"['School Counselor', 'Addiction Counselor', 'Customer Service Manager', 'Consultant and Trainer', 'Business Manager']",0.39080393314361506,"{'data': {'extra': None, 'state': 'Gauteng', 'country': 'ZA'}, 'most_recent_title': 'Marketing Assistant'}",REJECT_BOTTOM_20
1018425,"['Product Development Assistant', 'Customer Relations Officer', 'Logistics, Warehouse and Supply Chain Officer', 'Logistics and Warehouse Supervisor', 'Customs Intern', 'Supplies, Warehouse and Operations Lead', 'Technical Logistics Officer']",0.31605052947998,"{'data': {'extra': None, 'state': 'nairobi area', 'country': 'KE'}, 'most_recent_title': 'accountant'}",ACCEPT_70_TO_100
1018716,"['Web Developer', 'Senior Software Engineer', 'Teacher', 'Senior Frontend Developer', 'Software Engineer', 'Senior Software Engineer', 'Backend Software Engineer ', 'Founder']",0.39803707599639804,"{'data': {'extra': None, 'state': None, 'country': 'NG'}, 'most_recent_title': 'Intern'}",REJECT_20_TO_50
1018797,"['Senior Security Consultant', 'Manager Information Security', 'Head of Cybersecurity Operations', 'Practice Lead Cybersecurity - Europe, Middle East & Africa (EMEA)', 'Security Solutions Architect - Sub Saharan Africa (SSA)']",0.17090141773223802,"{'data': {'extra': None, 'state': 'Nairobi County', 'country': 'KE'}, 'most_recent_title': 'Senior Consultant'}",REJECT_50_TO_70
1018891,"['Sales Team Lead', 'Marketing Manager', 'Marketing Manager (Kenya)', 'Sales Manager', 'Country Sales Manager', 'Marketing Manager--Kenya', 'Lead Generator']",0.24942103028297402,"{'data': {'extra': None, 'state': 'Uttar Pradesh', 'country': 'IN'}, 'most_recent_title': 'ACCOUNTS/FINANCE EXECUTIVE'}",REJECT_BOTTOM_20
1010317,"['Fixed Network Engineer', 'OSS Lead Engineer', 'Non Exec Director & Advisor ', 'Executive Director', 'Adjunct Faculty', 'Chief Operating Officer', 'Co-Founder', 'Ecosystem Partner', 'Chief Operating Officer & Co Founder', 'Advisor', 'Technology Lead - ABC', 'Solutions Lead']",0.210379779338836,"{'data': {'extra': None, 'state': 'Lagos State', 'country': 'ng'}, 'most_recent_title': 'Back End Developer'}",ACCEPT_70_TO_100
1014287,"['Audit Clerk', 'Industrial Trainee', 'Graduate Engineering Trainee', 'Production and Maintenance Engineer', 'Production and Maintenance Engineer', 'Facilities Manager', 'Facility Management Specialist']",0.424620032310485,"{'data': {'extra': None, 'state': 'Gauteng', 'country': 'ZA'}, 'most_recent_title': 'Partner'}",REJECT_50_TO_70
1014289,"['Audio, Video and Print Editor', 'Young Leader (Project based)', 'Projects Associate (Customer Experience, Relations and Communications)', 'Projects Associate (Marketing and Business Development)', 'Special Projects (Donor Relations)', 'Brand and Marketing Operations Associate', 'Marketing, Branding & Communication Consultant', 'Product Marketing Associate', 'Key Accounts Manager - Kenya']",0.42699813842773404,"{'data': {'extra': None, 'state': None, 'country': 'NG'}, 'most_recent_title': 'Software Engineer'}",REJECT_20_TO_50
1018447,"['Local Reporter', 'Research Assistant, International Security Department', 'Project Management Intern at GIZ African Union Office', 'Policy Intern with MEP Franziska Brantner (Greens/EFA)', 'Policy Consulting Intern with the Peace and Security Unit', 'Independent Consultant (consultante externe)', '(Junior) Project Coordinator and Policy Advisor Peace and Security in Africa', 'Planning Officer Peace and Security', 'Human Rights Advisor', 'Associate Human Rights Officer', 'Human Rights Officer', 'Planning Officer Human Rights']",0.39279499650001504,"{'data': {'extra': None, 'state': None, 'country': 'US'}, 'most_recent_title': 'Enterprise Sales Eurowest'}",REJECT_20_TO_50
1018488,"['Trainer', 'Country Director', 'Grants Manager', 'Founder & Ceo', 'Business Development Manager', 'Youth Mobility Specialist', 'Senior Innovations Manager', 'Technical Support Specialist-Enterprise and Savings Lead', 'County Program Manager-GDI Consortium-Kenya Social Economic Inclusion Project (World Bank & GoK)']",0.43976509571075406,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'Warehouse and Inventory Supervisor, '}",ACCEPT_70_TO_100
1018960,"['Software Consultant', 'Software Developer', 'Software Developer', 'Software Developer', 'Senior Software Engineer', 'Software Engineering Manager']",0.44979715347290006,"{'data': {'extra': None, 'state': None, 'country': 'US'}, 'most_recent_title': 'Human Resources Administrative Assistant'}",REJECT_50_TO_70
1018993,"['Front-end developer', 'Web Developer', 'Information Technology Consultant', 'AUTOMATION EXECUTIVE', 'Founder and CEO Unisale Marketplace kenya', 'Software Developer', 'Programming Tutor', 'Founder and Content Writer Unboundedmediainc.com']",0.427263796329498,"{'data': {'extra': None, 'state': 'Gauteng', 'country': 'ZA'}, 'most_recent_title': '4 - 5 Year Old Teacher'}",REJECT_50_TO_70
1020189,"['I.T support', 'Systems support', 'Digital Strategist', 'Software Development Engineer', 'Software Engineering Consultant', 'Front End software engineer', 'Lead Web Developer', 'Software Engineer', 'Full Stack Engineer']",0.365951001644134,"{'data': {'extra': None, 'state': 'Federal Territory of Kuala Lumpur', 'country': 'MY'}, 'most_recent_title': 'Associate Consultant'}",REJECT_50_TO_70
1018665,"['Senior Project Administrator', 'Program Administrator', 'Grants Manager', 'Director, Business Development & Communications', 'Head of Fundraising & Partnerships']",0.450314104557037,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'marketing executive'}",ACCEPT_70_TO_100
1018478,"['Production and Training Manager', 'Farm Manager', 'Production Manager']",0.544585227966308,"{'data': {'extra': None, 'state': None, 'country': 'MZ'}, 'most_recent_title': 'Manager'}",ACCEPT_70_TO_100
1018473,"['Retail Relationship Officer', 'Relationship Officer', 'Relationship Manager', 'Business Development and Product Manager', 'Senior Business Development and Partnership Manager']",0.38591131567955,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'Environmental Intern'}",ACCEPT_70_TO_100
1018455,"['Sales Captain', 'Founder & Chief Student Headhunter', 'Founder and Growth Manager', 'Advisor', 'Partner & Doppio Chief', 'Head Of Business', 'Partnerships Manager', 'Partnership Manager']",0.293604791164398,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'management accounts intern'}",REJECT_50_TO_70
1018464,"['Mobile & Web Developer', 'President/Coordinator ', 'Chemical Engineering Intern', 'Mobile & Web Developer', 'Process Engineering Intern', 'Mobile Engineer', 'Chief Technology Officer & Senior Developer', 'Operations Manager & Software Engineer']",0.20582094788551303,"{'data': {'extra': None, 'state': None, 'country': 'RW'}, 'most_recent_title': 'Operations assistant '}",REJECT_BOTTOM_20
1018525,"['Assistance Facilty Engineer (NYSC – Primary Assignment)', 'Facility Maintenance Engineer', 'Facility Manager', 'FACILITY  MANAGER', 'FACILITY / OPERATION MANAGER']",0.5786058902740471,"{'data': {'extra': None, 'state': 'Gauteng', 'country': 'ZA'}, 'most_recent_title': 'Reporting Administrator'}",ACCEPT_70_TO_100
1018743,"['Registration Clerk/Presiding Officer/Voter Facilitator', 'Intern/Contract', 'Accountant', 'Branch Operations Officer', 'Trade Finance & Reconciliations Officer', 'Senior Trade Consultant', 'Personal Financial Advisor', 'WBAF International Partner ']",0.29214769601821905,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'System Developer'}",REJECT_BOTTOM_20
1021757,"['Programs Officer, ', 'Corporate Communications Officer', 'Head of Human Resources', 'HR Consultant / Headhunter ', 'Senior Recruiting Manager']",0.42629304528236306,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'IT Manager'}",REJECT_BOTTOM_20
1018888,"['Internship', 'Claims Analyst', 'Business Development Executive', 'Business Development Executive', 'Corporate Sales Manager & IPMI']",0.34752610325813205,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'School Counselor'}",REJECT_20_TO_50
1020855,"['High School Science Teacher', 'Mathematics Teacher']",0.195565536618232,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'Web Developer | Frontend Development, Backend Development'}",REJECT_50_TO_70
1018480,"['clerk', 'logistic assistant warehousing', 'logistics assistant']",0.282828211784362,"{'data': {'extra': None, 'state': 'Khyber Pakhtunkhwa', 'country': 'PK'}, 'most_recent_title': 'Kaggle Expert'}",ACCEPT_70_TO_100
1014300,"['Business Operations Analyst', 'Data Entry Specialist', 'Trainee ', 'Marketing Research Analyst (NJFP)', 'IBM I.T Experience Skills Build Learning Program ', 'Data visualization Associate ']",0.353548377752304,"{'data': {'extra': None, 'state': 'Gauteng', 'country': 'ZA'}, 'most_recent_title': 'Candidate Attorney | Legal Practitioner '}",ACCEPT_70_TO_100
1010376,"['Web Developer', 'Fullstack Web Developer', 'Fulltime Backend Developer At ItScope', 'Back End Developer', 'Chief Executive Officer', 'Senior Back End Developer', 'Senior Backend Developer', 'Lead Backend Developer']",0.400014489889144,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'Marketing Agent'}",ACCEPT_70_TO_100
23034,"['Customer Service Specialist/KYC Compliance Officer', 'M365 Technical Support Engineer']",0.158719792962074,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'Key Account Manager'}",REJECT_BOTTOM_20
1010189,['senior audit officer'],0.35103568434715204,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'Brand Manager'}",REJECT_20_TO_50
1010502,"['Sales Rep', 'Loan Officer', 'APPROVAL OFFICER', 'Quality Assurance Officer', 'Internal Audit Risk and Compliance Officer']",0.24485495686531003,"{'data': {'extra': None, 'state': None, 'country': 'ZA'}, 'most_recent_title': 'Sales Account Executive-South Africa'}",REJECT_50_TO_70
1010538,['software developer'],0.187865316867828,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'Frontend Developer'}",REJECT_50_TO_70
1010096,"['Intern', 'Officer - Funds Transfer Department', 'Officer - Treasury Back Office ', 'Supervisor - Treasury Back Office ', 'Assistant Manager', 'HEAD - AML/CFT & TRANSACTION MONITORING', 'Project Manager', 'Project Manager & Business Analyst - Finance']",0.22855311632156303,"{'data': {'extra': None, 'state': 'western cape', 'country': 'ZA'}, 'most_recent_title': 'digital marketing specialist'}",REJECT_50_TO_70
1010301,"['Proprietor & Consultant', 'Graphic and Web Designer', 'Front End Developer', 'Senior Software Engineer', 'Solutions Architect', 'Information Technology Consultant', 'Software Delivery Manager', 'Technical Lead / Architect']",0.139568552374839,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'Software Developer'}",REJECT_20_TO_50
1018869,"['Investment manager-property', 'Investment Manager|Portfolio Management|Asset Allocation|Financial Modelling|Financial Accounting', 'Senior Investment Manager| Transaction Advisory| Investment Strategy| Asset allocation', 'Investment manager-Portfolios | Team Leader| IC Reporting | FP&A| Investment Performance', 'Board Member', 'Head of Investments| PE| Investment Strategy| Asset Management| Financial modelling &Analysis ', 'Member', 'Chief Investment Officer|Asset Management|Strategy| Leadership']",0.427194595336914,"{'data': {'extra': None, 'state': 'Western Cape', 'country': 'ZA'}, 'most_recent_title': 'HR Intern (Ecommerce Division)'}",ACCEPT_70_TO_100
1019432,"['Marketing Consultant', 'Rope Access Technology', 'Kasahorow Programmer', 'Lead Consultant/Product Manager', 'Itsekiri Language Manager', 'New Media Services', 'Manager (Management Consulting Services)', 'Facilitator', 'Senior HR Sourcing Specialist ', 'Fellow', 'Country Sales Partner', 'Talent Sourcer']",0.20091192424297302,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'SAP FICO Consultant'}",REJECT_20_TO_50
1018607,"['Junior Consultant', 'New Development Manager and Project Coordinator ', 'Senior Business Development Consultant', 'Senior Consultant', 'Project Coordinator', 'Programme Manager', 'Global Entrepreneurship and Innovation Coordinator']",0.440394639968872,"{'data': {'extra': None, 'state': 'Gauteng', 'country': 'ZA'}, 'most_recent_title': 'Procurement Co-Ordinator'}",ACCEPT_70_TO_100
1018623,"['Intern (Information Technology Department, Network and End User Support Division)', 'Google Policy Fellow', 'Administrative Professional', 'Operations Manager, ShelfLife']",0.25981479883193903,"{'data': {'extra': None, 'state': 'Karnataka', 'country': 'IN'}, 'most_recent_title': 'Tool Engineer '}",REJECT_20_TO_50
